review,rating,date,bank,source,cleaned_review,theme
I don't know what happens but the application is not send verification pass code you should fix that,1,2025-02-16,Dashen Bank,Google Play,i dont know what happens but the application is not send verification pass code you should fix that,Other
This app doesn't work on my phone my phone is Samsung Galaxy s7 android version 9 All other financial apps work like telebirr CBE M_pesa...,1,2025-02-14,Dashen Bank,Google Play,this app doesnt work on my phone my phone is samsung galaxy s7 android version 9 all other financial apps work like telebirr cbe mpesa,Other
"Dashen Super app is secure, very easy to use and has more services uniquely like budgeting, chat, IPS...",5,2025-02-14,Dashen Bank,Google Play,dashen super app is secure very easy to use and has more services uniquely like budgeting chat ips,Other
Amazing and user friendly supper app and looking forward the additional features,5,2025-02-14,Dashen Bank,Google Play,amazing and user friendly supper app and looking forward the additional features,Other
it's amazing app i have seen ever,5,2025-02-13,Dashen Bank,Google Play,its amazing app i have seen ever,Other
One star deducted for not to able to transfer to telebirr.,4,2025-02-13,Dashen Bank,Google Play,one star deducted for not to able to transfer to telebirr,Other
!     !           ::,4,2025-02-12,Dashen Bank,Google Play,                ,Other
Keep up the good work and pleas add water and electric utility payment,5,2025-02-12,Dashen Bank,Google Play,keep up the good work and pleas add water and electric utility payment,Other
The app missed some important features 1. It does't show recent transactions 2. Transfer to Telebirr limited to own telebirr 3. The statement does't show running balance,2,2025-02-11,Dashen Bank,Google Play,the app missed some important features 1 it doest show recent transactions 2 transfer to telebirr limited to own telebirr 3 the statement doest show running balance,Other
"Simple, Fast and Easy",4,2025-02-10,Dashen Bank,Google Play,simple fast and easy,Other
"aplication ,         risk         !!!!!!!!!!!!::   5 star   4 ::",4,2025-02-09,Dashen Bank,Google Play,aplication          risk            5 star   4 ,Other
Baankii daashin baankii hudna galeessa galatoomaa isinii woliin jirra Godina jimmaa magaalaa Aggaaroo irraa Muaz Abamecha Abamilki,5,2025-02-07,Dashen Bank,Google Play,baankii daashin baankii hudna galeessa galatoomaa isinii woliin jirra godina jimmaa magaalaa aggaaroo irraa muaz abamecha abamilki,Other
"#Dashen Super App; Super easy to use, secure, and fast transaction. Love it!",5,2025-02-07,Dashen Bank,Google Play,dashen super app super easy to use secure and fast transaction love it,Other
"I tried the new Dash Bank Super App today, and it's amazingly easy and fun.I recommend you download and use it. You really like it",5,2025-02-06,Dashen Bank,Google Play,i tried the new dash bank super app today and its amazingly easy and funi recommend you download and use it you really like it,Other
Gud app kegza ga mezmn endze new aind ermjh kedme nachu hlam,5,2025-02-06,Dashen Bank,Google Play,gud app kegza ga mezmn endze new aind ermjh kedme nachu hlam,Other
"Good app, bad security",3,2025-02-06,Dashen Bank,Google Play,good app bad security,Other
On Transaction page only show sent Transaction. Try to include received transaction.,4,2025-02-06,Dashen Bank,Google Play,on transaction page only show sent transaction try to include received transaction,Other
Wonderful Application,5,2025-02-05,Dashen Bank,Google Play,wonderful application,Other
I loved it,5,2025-02-05,Dashen Bank,Google Play,i loved it,Other
I am so thankful for having this best app Dashen one step ahead,5,2025-02-04,Dashen Bank,Google Play,i am so thankful for having this best app dashen one step ahead,Other
Not good this app,1,2025-02-04,Dashen Bank,Google Play,not good this app,Other
Excellent app ever but it needs improvement on speed and transaction lists,1,2025-02-03,Dashen Bank,Google Play,excellent app ever but it needs improvement on speed and transaction lists,Other
"It does not work functional ,",1,2025-02-02,Dashen Bank,Google Play,it does not work functional ,Other
all of dashen bank customers use the application it is good to use,5,2025-02-01,Dashen Bank,Google Play,all of dashen bank customers use the application it is good to use,Other
Gret experience,5,2025-02-01,Dashen Bank,Google Play,gret experience,Other
All good we need more,3,2025-01-31,Dashen Bank,Google Play,all good we need more,Other
"Dashen super app is easy to use, fast and robust",5,2025-01-31,Dashen Bank,Google Play,dashen super app is easy to use fast and robust,Other
it was amazing app.....thank you dashen bank....,5,2025-01-30,Dashen Bank,Google Play,it was amazing appthank you dashen bank,Other
Dashen bank super app for easy life.,5,2025-01-30,Dashen Bank,Google Play,dashen bank super app for easy life,Other
Excellent UI/UX and beyond Banking services,5,2025-01-30,Dashen Bank,Google Play,excellent uiux and beyond banking services,Other
Send to oher bank     addisinternational bank      cbe birr  account number,2,2025-01-29,Dashen Bank,Google Play,send to oher bank     addisinternational bank      cbe birr  account number,Other
Just Wow,5,2025-01-29,Dashen Bank,Google Play,just wow,Other
mobile banking to the next level,5,2025-01-28,Dashen Bank,Google Play,mobile banking to the next level,Other
